created_at,closed_at,summary,address
2017-01-07T09:16:46-05:00,,"Noise, blocking driveways, parking opposite driveways","320 Upham St Melrose, MA 02176, USA"
2017-01-07T09:04:02-05:00,2017-02-27T19:32:07-05:00,Stormdrain Maintenance,"5624 Old Providence Road Virginia Beach, Virginia"
2017-01-07T08:58:56-05:00,,Traffic Light Problems,"439 Broadway Everett, Massachusetts"
2017-01-07T08:03:55-05:00,,Missed Trash Pick Up,"26728 Beverly Rd Taylor, MI 48180, USA"
2017-01-07T07:54:23-05:00,,Building Violation,"7855 S Avalon Ave CHICAGO, IL 60619"
2017-01-07T05:48:36-05:00,,Building Violation,Chicago Cook County Il
2017-01-07T03:30:41-05:00,,Building Violation,"5853 S Prairie Ave CHICAGO, IL 60637"
2017-01-07T01:55:37-05:00,,Pick up trash at 1721 Benning,"1721 Benning Memphis, TN 38106"
2017-01-06T23:51:08-05:00,,Missed Recycling Pick Up,"11805 Golfcrest Drive Taylor, Michigan"
2017-01-06T23:27:07-05:00,,Street light is out across the street.,"4685 Nogal Canyon Drive Las Cruces, New Mexico"
2017-01-06T23:23:39-05:00,,Aggressive Dog,"1220 Luthy Cir Ne Albuquerque, New Mexico"
2017-01-06T23:15:57-05:00,,Other: Traffic Signal,"401-499 Derby Ave Oakland, CA 94601, USA"
2017-01-06T23:09:07-05:00,,Building Violation,5139 S Marshfield Ave South Side
2017-01-06T22:49:06-05:00,, Seguridad Vial : #SemaforoRoto,"Pres. Derqui 1799-1899 B1685DYK El Palomar, Buenos Aires, Argentina"
2017-01-06T22:38:02-05:00,,Illegal Dumping,"10500-10598 San Leandro Street Oakland, California"
2017-01-06T22:37:13-05:00,,Streets Repair,"Lowery Ct Se & Us-158 & Us-421 Winston-Salem, NC 27101, USA"
2017-01-06T22:00:14-05:00,,Building Violation,"5724 S Wabash Ave CHICAGO, IL 60637"
2017-01-06T20:57:19-05:00,,Street Light Maintenance,"4227 Millcroft Park Drive Burlington, Ontario"
2017-01-06T20:48:05-05:00,,Illegal Dumping,"1114 Linden St Oakland, CA 94607, USA"
2017-01-06T20:47:55-05:00,,Illegal Dumping,"1114 Linden St Oakland, CA 94607, USA"
2017-01-06T20:46:53-05:00,,Illegal Dumping,"1114 Linden St Oakland, CA 94607, USA"
2017-01-06T20:09:03-05:00,,Other: Trees,"Moraga Ave At Medeau Oakland, California"
2017-01-06T20:05:42-05:00,,Safety concern ,"2409 Brackley Drive Northwest Albuquerque, New Mexico"
2017-01-06T19:58:23-05:00,,Restaurant Complaint,"8300 S Ashland Ave CHICAGO, IL 60620"
2017-01-06T19:56:45-05:00,,Code violation,"5937 Deary Wy  Orangevale, CA"
2017-01-06T19:49:02-05:00,,Strobing streetlights,"2400-2410 W Tennyson Rd Hayward, CA 94545, USA"
2017-01-06T19:42:10-05:00,,Other: Other City Services,900-970  50th Ave. Oakland California 94601
2017-01-06T19:37:48-05:00,2017-01-24T00:51:29-05:00,Illegal Dumping,"2260 San Pablo Ave Oakland, CA 94612, USA"
2017-01-06T19:37:00-05:00,,Post to Neighbors,353 Lang Court N St Petersburg 
2017-01-06T19:34:11-05:00,,"Yard and/or Structure Concern (High Grass, Junk, Broken Down Vehicles, Buildings, Sheds, Garages)","103 1nd 109 Mettler Toledo, Ohio"
2017-01-06T19:19:21-05:00,,Parking Enforcement,"1267 30th Street Oakland, California"
2017-01-06T18:59:33-05:00,, Seguridad Vial : #AnimalSuelto,"Donizetti 5 C1407IEA CABA, Argentina"
2017-01-06T18:58:20-05:00,, Seguridad Vial : #AnimalSuelto,"Donizetti 5 C1407IEA CABA, Argentina"
2017-01-06T18:51:37-05:00,,grinding required,"1-19 Charity Street Burlington, Vermont"
2017-01-06T18:51:03-05:00,, Seguridad Vial : #AnimalSuelto,"Caracas 580 C1406AZJ CABA, Argentina"
2017-01-06T18:11:09-05:00,,Roads,"1941 Maddocks Dr  Revelstoke, British Columbia"
2017-01-06T17:55:07-05:00,,Pothole,"900-970 50th Ave Oakland, CA 94601, USA"
2017-01-06T17:53:59-05:00,,Pothole,"6323 Baker St Oakland, CA 94608, USA"
2017-01-06T17:52:52-05:00,,Pothole,"6225 Baker St Oakland, CA 94608, USA"
2017-01-06T17:51:56-05:00,,Pothole,"167-173 Winthrop St Medford, MA 02155, USA"
2017-01-06T17:44:44-05:00,,Water Issues ,"464-466 Madison Ave. Albany, New York"
2017-01-06T17:43:55-05:00,,Litter/Dumping,"1450 63rd Street Emeryville, California"
2017-01-06T17:40:05-05:00,,Bulk Trash Missed,"743 Canyon Dr Savannah, Georgia"
2017-01-06T17:30:58-05:00,,Manhole Cover Issue,"19000 Glendale Street Detroit, Michigan"
2017-01-06T17:28:37-05:00,,Pothole,"2251-2345 Scout Rd Oakland, CA 94611, USA"
2017-01-06T17:27:29-05:00,,Severe pot hotes on Santa Fe ave going south bound,"8340-17498 Santa Fe Avenue Compton, California"
2017-01-06T17:24:02-05:00,,"Yard and/or Structure Concern (High Grass, Junk, Broken Down Vehicles, Buildings, Sheds, Garages)","5534 Secor Rd Toledo, OH 43623, USA"
2017-01-06T17:20:59-05:00,,"Yard and/or Structure Concern (High Grass, Junk, Broken Down Vehicles, Buildings, Sheds, Garages)","5544 Secor Rd Toledo, OH 43623, USA"
2017-01-06T17:18:43-05:00,,Parked Vehicle Concern,"5548 Secor Rd Toledo, OH 43623, USA"
2017-01-06T17:16:06-05:00,,Vehicle Violations,"6593 Santaolina Drive Memphis, Tennessee"
2017-01-06T17:15:47-05:00,,"Yard and/or Structure Concern (High Grass, Junk, Broken Down Vehicles, Buildings, Sheds, Garages)","3454 Dorr St Toledo, OH 43607, USA"
2017-01-06T17:13:14-05:00,,"Yard and/or Structure Concern (High Grass, Junk, Broken Down Vehicles, Buildings, Sheds, Garages)","3506 Dorr St Toledo, OH 43607, USA"
2017-01-06T17:07:58-05:00,,Cluvert,"500 Arncliffe Court Johns Creek, Georgia"
2017-01-06T17:07:49-05:00,,"Yard and/or Structure Concern (High Grass, Junk, Broken Down Vehicles, Buildings, Sheds, Garages)","3901 South Ave Toledo, OH 43615, USA"
2017-01-06T17:05:14-05:00,,"Yard and/or Structure Concern (High Grass, Junk, Broken Down Vehicles, Buildings, Sheds, Garages)","3338 Dorr St Toledo, OH 43607, USA"
2017-01-06T17:00:28-05:00,,"Yard and/or Structure Concern (High Grass, Junk, Broken Down Vehicles, Buildings, Sheds, Garages)","1431 Secor Rd Toledo, OH 43607, USA"
2017-01-06T16:44:19-05:00,,Park Maintenance,"15001-15699 Skyline Blvd Oakland, CA 94619, USA"
2017-01-06T16:39:41-05:00,,Four. 909. To.  Dsw shoe. ,85. 5st. 
2017-01-06T16:16:43-05:00,,Property Maintenance,"914 High Ave Nw Canton, OH 44703, USA"
2017-01-06T16:16:30-05:00,,Lost Cat,814 Chelsea Avenue Bexley Oh
2017-01-06T16:14:51-05:00,,Pothole,"126 Lockwood Terrace Decatur, GA 30030, USA"
2017-01-06T16:12:42-05:00,,Restaurant Complaint,"9 W Hubbard St CHICAGO, IL 60654"
2017-01-06T15:58:10-05:00,,Sidewalk,"1730 50th Ave Oakland, CA 94601, USA"
2017-01-06T15:55:10-05:00,,Two. 909. To. Target,800. Mission 
2017-01-06T15:54:06-05:00,,SNOW RELATED,"61 Clinton Ave New , Connecticut"
2017-01-06T15:52:01-05:00,,Trash on lawn,"1035-1071 Cedar Bend Drive Ann Arbor, Michigan"
2017-01-06T15:40:53-05:00,,Property Maintenance,"603 8th St Nw Canton, OH 44703, USA"
2017-01-06T15:33:57-05:00,,Adopt a street sign taken out by driver,"20 W Wilshire Blvd Oklahoma City, Oklahoma"
2017-01-06T15:33:33-05:00,,Request for New Streetlight,"3461 Sw 2nd Avenue Gainesville, Florida"
2017-01-06T15:33:18-05:00,,demo/construction debris haulaway,"300 Whipple/4325 3rd Nw Canton, Ohio"
2017-01-06T15:31:52-05:00,,Sidewalk,"320-326 10th St Oakland, CA 94607, USA"
2017-01-06T15:25:25-05:00,,Construction/debris hauling,"300 Whipple/4325 #Rd Nw Canton, Ohio"
2017-01-06T15:24:41-05:00,,Sanitation Department Bin Replacement,"1232 12th Street North Saint Petersburg, Florida"
2017-01-06T15:18:46-05:00,,Park Maintenance,"501-551 Grand Ave Oakland, CA 94610, USA"
2017-01-06T15:15:49-05:00,,Pothole,"1736 29th Avenue North Saint Petersburg, Florida"
2017-01-06T15:06:18-05:00,,Trash In Cross Lake,"Mallard Bay Drive Shreveport, LA"
2017-01-06T15:04:56-05:00,,Pothole,"6101 Hillegass Ave Oakland, CA 94618, USA"
2017-01-06T15:00:03-05:00,,Missing ground mounted sign (right of island),"4000 Groometown Rd Greensboro, NC 27407, USA"
2017-01-06T14:57:53-05:00,,Pedestrian Crossing light should be installed,110th Ave N & 9th St N (Mlk St)
2017-01-06T14:56:58-05:00,,Replace n/b Groometown green and hood,"3919 Groometown Rd Greensboro, NC 27407, USA"
2017-01-06T14:55:45-05:00,,load zone spot needs to be painted,"263 College Street New Haven, Connecticut"
2017-01-06T14:54:09-05:00,,Illegal Dumping,"4301-4399 Linden St Oakland, CA 94608, USA"
2017-01-06T14:51:32-05:00,,Dead dangerous tree,"244 Johnson Street Hogansville, Georgia"
2017-01-06T14:48:18-05:00,,Tree Trimming/Removal,"2530 49th Street South Gulfport, Florida"
2017-01-06T14:45:40-05:00,2017-01-06T14:48:25-05:00,Cleaning,"201 3rd St San Francisco, CA 94103, USA"
2017-01-06T14:45:22-05:00,,Tree Trimming/Removal,"4685 26th Avenue South Saint Petersburg, Florida"
2017-01-06T14:44:05-05:00,,Other,"Shadwell Road Richmond, Virginia"
2017-01-06T14:42:30-05:00,,Bandit sign,"W Wendover Ave & Us-421 & State Rd 1541 Greensboro, NC 27409, USA"
2017-01-06T14:41:33-05:00,,Restaurant Complaint,1651 W Roosevelt Rd Near West Side
2017-01-06T14:41:22-05:00,,Bandit sign,"1500 Verdun Dr Greensboro, NC 27409, USA"
2017-01-06T14:40:15-05:00,,Tree Trimming/Removal,"2534 44th Street South Saint Petersburg, Florida"
2017-01-06T14:40:12-05:00,,Bandit sign,"1501 Verdun Dr Greensboro, NC 27409, USA"
2017-01-06T14:39:03-05:00,,Bandit sign,"4605 W Wendover Ave Greensboro, NC 27409, USA"
2017-01-06T14:38:28-05:00,,Tree Trimming/Removal,"4491 26th Avenue South Saint Petersburg, Florida"
2017-01-06T14:36:53-05:00,,Illegal Dumping,"15001-15699 Skyline Blvd Oakland, CA 94619, USA"
2017-01-06T14:36:37-05:00,,Zoning Issues,"Agoura Rd Agoura Hills, California"
2017-01-06T14:32:33-05:00,,Restaurant Complaint,2754 N Clybourn Ave Lincoln Park
2017-01-06T14:32:16-05:00,,Signs / Bus Shelters / Pavement Markings,"113 Tower Parkway New Haven, Connecticut"
2017-01-06T14:31:36-05:00,,Illegal Dumping,"501-729 36th Street Oakland, California"
2017-01-06T14:29:29-05:00,,Blocked Catch Basin,"4325 Wayburn Detroit, Michigan"
2017-01-06T14:26:35-05:00,,Sanitation Department - 2nd request - junk mattress,"3030 5th Street N st. PEtersburg, Florida"
2017-01-06T14:22:23-05:00,,TRAFFIC ENG - Sign Installation,"1155 College Street Macon, GA"
2017-01-06T14:20:55-05:00,,Abandoned Cars,"315 N Monroe St Richmond, Virginia"
2017-01-06T14:16:36-05:00,,Other,"255 Johnson Ferry Rd Sandy Springs, GA 30328, USA"
2017-01-06T14:11:35-05:00,,Building Violation,923 W George St Lake View
2017-01-06T14:11:13-05:00,,Hoarding nunk trash on ground in back,"6597 Santaolina Drive  Memphis, Tennessee"
2017-01-06T14:02:21-05:00,,Other,"Pleasant And Main St Malden, Massachusetts"
2017-01-06T13:59:31-05:00,,Missing n/b Groometown ground mounted sign.,"4298 Groometown Rd Greensboro, NC 27407, USA"
2017-01-06T13:59:03-05:00,,(EONP)West Rock Ave. ,"W Rock Ave New Haven, CT 06515, USA"
2017-01-06T13:52:38-05:00,,"Vehicle is broke down ,not tagged,and has been there sense before Christmas","319 Evertdale Lansing, MI"
2017-01-06T13:48:29-05:00,,Road Conditions,"233-245 Coolidge Avenue Watertown, Massachusetts"
2017-01-06T13:42:01-05:00,,(EONP)Crown St. ,"Crown St New Haven, CT, USA"
2017-01-06T13:38:03-05:00,,Street - Maintenance,"4745-4799 Beaumont Dr Beaumont, TX 77708, USA"
2017-01-06T13:37:14-05:00,,Building Violation,"52 N Laramie Ave CHICAGO, IL 60644"
2017-01-06T13:33:45-05:00,,POTHOLE,"5539 Newbury Ave San Bernardino, California"
2017-01-06T13:27:29-05:00,,Meet. &. Greet. With.  Kiki,90. 4 St. 
2017-01-06T13:18:44-05:00,,Meet. &. Greet. With.  Jhon. ,731.  Market. 
2017-01-06T13:17:24-05:00,,Restaurant Complaint,"1701 W 47th St CHICAGO, IL 60609"
2017-01-06T13:16:29-05:00,,(EONP)Temple St. ,"Temple St New Haven, CT, USA"
2017-01-06T13:07:58-05:00,,Restaurant Complaint,"307 S Kedzie Ave CHICAGO, IL 60612"
2017-01-06T13:04:12-05:00,,(EONP)Chapel St. ,"Chapel St New Haven, CT, USA"
2017-01-06T13:01:59-05:00,,Abandoned Vehicle - Public Property,"800-812 Marina Pkwy Chula Vista, CA 91910, USA"
2017-01-06T12:57:05-05:00,,Street Repair,"7420 Georgia Ave Nw Washington, DC 20012, USA"
2017-01-06T12:53:08-05:00,,Sign Missing Investigation,"7820-7910 14th St Nw Washington, DC 20012, USA"
2017-01-06T12:50:12-05:00,,Street Repair,"7820-7910 14th St Nw Washington, DC 20012, USA"
2017-01-06T12:41:32-05:00,,Signs / Bus Shelters / Pavement Markings,"10-18 Tower Parkway New Haven, Connecticut"
2017-01-06T12:39:29-05:00,,Code Enforcement Problem,"2700 Mt Vernon Rd Atlanta, GA 30338, USA"
2017-01-06T12:37:20-05:00,,Other,3018 3rd St. Nw
2017-01-06T12:37:20-05:00,,Non-functioning Street Lights,"E Marshall St And 11th St Richmond, Virginia"
2017-01-06T12:31:46-05:00,,Snow in forecast,"44 All Streets Malden, MA"
2017-01-06T12:31:31-05:00,,Storm Drain Issue/Flooding,"659 Central Avenue Saint Petersburg, Florida"
2017-01-06T12:19:47-05:00,,Double yellow lines ?,"2500 Block Of Clement Alameda, CA"
2017-01-06T12:15:13-05:00,,Aggressive Dog,"5516 Sicily Nw Albuquerque, New Mexico"
2017-01-06T12:12:41-05:00,,Illegal Dumping,"3336 Courtland Ave Oakland, CA 94619, USA"
2017-01-06T12:11:34-05:00,,Building Violation,"1822 N Wolcott Ave CHICAGO, IL 60622"
2017-01-06T12:07:18-05:00,2017-10-09T14:24:18-04:00,Abandoned Vehicle,"26 Burnham St Bridgeport, Connecticut"
2017-01-06T12:06:38-05:00,,Hydrant on,"132-134 Griffith Street Jersey City, New Jersey"
2017-01-06T12:06:25-05:00,,Illegal Dumping,"2001 80th Ave Oakland, CA 94621, USA"
2017-01-06T11:58:20-05:00,,Damaged Street Sign,"7312 Clarincarde Court Wake Forest, North Carolina"
2017-01-06T11:54:40-05:00,,Other,"6140 2nd St Nw Albuquerque, NM 87107, USA"
2017-01-06T11:53:28-05:00,,Street Light ,"16763 W 157th Terr Olathe, Kansas"
2017-01-06T11:49:11-05:00,,Roadside Tree Removal/Maintenance,"53229 West 8 Mile Road Northville, MI"
2017-01-06T11:47:09-05:00,,"Yard and/or Structure Concern (High Grass, Junk, Broken Down Vehicles, Buildings, Sheds, Garages)","2962 Glenn St Toledo, OH 43613, USA"
2017-01-06T11:43:02-05:00,,(EONP)32 Kensington St. ,"32 Kensington St New Haven, CT 06511, USA"
2017-01-06T11:42:49-05:00,,"Yard and/or Structure Concern (High Grass, Junk, Broken Down Vehicles, Buildings, Sheds, Garages)","3640 Mc Gregor Ln Toledo, OH 43623, USA"
2017-01-06T11:42:41-05:00,,Sanitation Department,"624 60th Street South Saint Petersburg, Florida"
2017-01-06T11:41:40-05:00,,Sanitation Department,"641 Gray Street South Saint Petersburg, Florida"
2017-01-06T11:41:03-05:00,,Sanitation Department,"657 Gray Street South Saint Petersburg, Florida"
2017-01-06T11:36:30-05:00,,Sign/Traffic Marking,"232-236 South Airport Boulevard South San Francisco, California"
2017-01-06T11:34:03-05:00,,Water Main Break,"5425 W Jefferson Detroit, Michigan"
2017-01-06T11:33:45-05:00,,Water Main Break,"14635 Eastburn Detroit, Michigan"
2017-01-06T11:32:21-05:00,,Blocked Catch Basin,"14526 San Juan Detroit, Michigan"
2017-01-06T11:31:25-05:00,,Streets - Potholes/Depression,Veterans Memorial Bldg Downtown Senior Center 
2017-01-06T11:25:05-05:00,,"Yard and/or Structure Concern (High Grass, Junk, Broken Down Vehicles, Buildings, Sheds, Garages)","3331 W Laskey Rd Toledo, OH 43623, USA"
2017-01-06T11:24:56-05:00,,Tree Trimming/Removal,"6010 6th Avenue North Saint Petersburg, Florida"
2017-01-06T11:21:34-05:00,,Traffic/Road Safety,"425 Orange Street New Haven, Connecticut"
2017-01-06T11:19:59-05:00,,"Yard and/or Structure Concern (High Grass, Junk, Broken Down Vehicles, Buildings, Sheds, Garages)","3621-3647 Secor Rd Toledo, OH 43606, USA"
2017-01-06T11:19:48-05:00,,Illegal Dumping,"3336 Courtland Ave Oakland, CA 94619, USA"
2017-01-06T11:16:31-05:00,,"Yard and/or Structure Concern (High Grass, Junk, Broken Down Vehicles, Buildings, Sheds, Garages)","3030 Secor Rd Toledo, OH 43606, USA"
2017-01-06T11:14:31-05:00,,Sanitation Department,"744 36th Avenue South Saint Petersburg, Florida"
2017-01-06T11:11:08-05:00,,Storm Drain Issue/Flooding,"1701 62nd Avenue South Saint Petersburg, Florida"
2017-01-06T11:10:16-05:00,,Pothole,"3420-3498 Louise St Oakland, CA 94608, USA"
2017-01-06T11:09:31-05:00,,Street/Traffic Issue (Other than Pothole),"1438 Webster Oakland, California"
2017-01-06T11:07:49-05:00,,Need a  sweep. ,2 St. 100. 
2017-01-06T11:07:19-05:00,,Storm Drain Issue/Flooding,"1701 62nd Avenue South Saint Petersburg, Florida"
2017-01-06T11:02:06-05:00,,What sleeping in the tent,111. Minna. 
2017-01-06T10:44:05-05:00,,Noisy Manhole Cover,"1951-1969 Clairmont Road Decatur, Georgia"
2017-01-06T10:38:50-05:00,,Garbage cans left out on street constantly and for days,"7970 Nw 18th Ct Pembroke Pines, FL 33024, USA"
2017-01-06T10:33:08-05:00,,Speeding,"30-42 Elmwood Road Wellesley, Massachusetts"
2017-01-06T10:32:58-05:00,,Tree Trimming/Removal,"4819 Juanita Way South Saint Petersburg, Florida"
2017-01-06T10:30:42-05:00,,Tree Trimming/Removal,"4819 Juanita Way South Saint Petersburg, Florida"
2017-01-06T10:23:19-05:00,,Need. A. Sweep ,Jessie. West. 
2017-01-06T10:22:58-05:00,,Building Violation,"5501 W Congress Pkwy CHICAGO, IL 60644"
2017-01-06T10:16:34-05:00,,Pothole,"157 Winthrop St Medford, MA 02155, USA"
2017-01-06T10:09:32-05:00,,Sanitation Department,"768 36th Avenue South Saint Petersburg, Florida"
2017-01-06T10:08:00-05:00,,Tree Trimming,"15 Pond Lily Ave New Haven, Connecticut"
2017-01-06T10:07:26-05:00,,Sidewalk & Driveway Entrance,"20 River Street Greenfield, Massachusetts"
2017-01-06T10:07:14-05:00,,Other: Other City Services,"901-939 88th Ave Oakland, CA 94621, EE. UU."
2017-01-06T09:52:23-05:00,,Leaking steam pipe in elementary school bathroom,"40 Philbrick St Roslindale, MA 02131, USA"
2017-01-06T09:51:20-05:00,,Street Lamp,"440 Front Street New Haven, Connecticut"
2017-01-06T09:50:16-05:00,,Building Violation,"410 N Oakley Blvd CHICAGO, IL 60612"
2017-01-06T09:50:12-05:00,,Sidewalk Repair,"3933 Garrison Street Northwest Washington, District of Columbia"
2017-01-06T09:49:37-05:00,,Building Violation,"901 E 104th St CHICAGO, IL 60628"
2017-01-06T09:49:29-05:00,,Building Violation,"6615 W Irving Park Rd CHICAGO, IL 60634"
2017-01-06T09:47:48-05:00,,Building Violation,"6057 S Western Ave CHICAGO, IL 60636"
2017-01-06T09:44:44-05:00,,Crappy Leaf pick up,"6159 Dellwood Dr Toledo, Ohio"
2017-01-06T09:42:03-05:00,,Drainage,"29 Mcfarlin Rd Chelmsford, Massachusetts"
2017-01-06T09:33:16-05:00,,Traffic Lights,"576-594 High St Wisconsin Rapids, WI 54495, USA"
2017-01-06T09:26:10-05:00,,Building Violation,"3361-3399 Glebe Heights Drive Edgewater, Maryland"
2017-01-06T09:07:48-05:00,,Parking Issues,"20 Forest Avenue Extension Framingham, Massachusetts"
2017-01-06T09:05:46-05:00,,Abandoned Cars,"Virginia Capital Trail/Old Lehigh Cement  Lot Richmond, Virginia"
2017-01-06T08:56:21-05:00,,Missed trash pick up,"42 Carnahan Place Princeton, NJ"
2017-01-06T08:48:38-05:00,,abandoned couch on curb,"4913 38th Way South Saint Petersburg, Florida"
2017-01-06T08:43:52-05:00,,Policing Issue,"98-98 Clark Street New Haven, Connecticut"
2017-01-06T08:41:18-05:00,,Graffiti on stop sign,"1140 Adele Street Houston, Texas"
2017-01-06T08:31:48-05:00,,Graffiti,"135 Derby Ave New Haven, CT 06511, USA"
2017-01-06T08:27:23-05:00,,Sidewalk Repair,"42 Delaware Ave Albany, NY 12210, USA"
2017-01-06T08:27:08-05:00,,Building Violation,"1758 W Grand Ave CHICAGO, IL 60622"
2017-01-06T08:25:32-05:00,,Storm Water Problem,"6355 Long Island Dr Ne Atlanta, GA 30328, USA"
2017-01-06T08:23:22-05:00,,Tree Trimming/Removal,"16th St. N. 17th Ave., Saint Petersburg, Florida"
2017-01-06T08:15:49-05:00,,Parked Vehicle Concern,"3058 March Dr Toledo, OH 43614, USA"
2017-01-06T07:58:29-05:00,,Traffic Signal,"46-52 West St Reading, MA 01867, USA"
2017-01-06T07:35:06-05:00,,Other Trash Issues,"1161 Crossway Rd Virginia Beach, VA 23454, USA"
2017-01-06T07:30:24-05:00,,Traffic Signals,"Hollis St. Framingham, Massachusetts"
2017-01-06T07:27:44-05:00,,Traffic Issue,"247-273 8th Street North Saint Petersburg, Florida"
2017-01-06T07:26:37-05:00,,Building Violation,"6356 S Dr Martin Luther King Jr Dr CHICAGO, IL 60637"
2017-01-06T06:53:07-05:00,,Nuisance/Disturbance,"74  Otis Street Brockton, Massachusetts"
2017-01-06T06:47:31-05:00,,Post to Neighbors,4113 Illinois Ave Nw Dc
2017-01-06T06:09:14-05:00,,street light out,"Maiden Lane Ann Arbor, Michigan"
2017-01-06T06:00:46-05:00,,Sign down,"84 Broadway New Haven, CT"
2017-01-06T05:25:51-05:00,,Streets/Sidewalks - Curb & Gutter Repair,99th Av & International Blvd 
2017-01-06T03:45:47-05:00,,Rental Housing,"207 Ballard St Apt 202, Ypsilanti, Michigan"
2017-01-06T03:07:16-05:00,,Post to Neighbors 4 Lane Road required in this area,"West Horsethief Trail Corona, California"
2017-01-06T02:37:52-05:00,,Building Violation,6425 S Lowe Ave South Side
2017-01-06T02:15:33-05:00,,Multiple lights out on Russ Baker Way by BCIT,"3911 Russ Baker Way Richmond, BC V7B 1M7, Canada"
2017-01-06T02:12:58-05:00,,Pothole,"1127 53rd Street Emeryville, California"
2017-01-06T01:58:40-05:00,,Traffic/Street Sign Missing,"8315 Holland Road Taylor, Michigan"
2017-01-06T01:18:03-05:00,,Pothole,"3701-3727 Buell St Oakland, CA 94619"
2017-01-06T00:59:00-05:00,,Tree Issue,18587 Cardoni Detroit Michigan 48203
2017-01-06T00:50:11-05:00,,Parking Enforcement Issues," Linden Place Everett, Massachusetts"
2017-01-06T00:24:12-05:00,,Public Works Request,"Trudy Way Corona, CA 92882, USA"
2017-01-06T00:24:00-05:00,,Pothole,"402 Lee Street Oakland, California"
2017-01-06T00:07:29-05:00,,Loose or Protruding Manhole Cover,420 Cleveland Ave
2017-01-05T23:53:02-05:00,,Building Violation,"1622 N California Ave CHICAGO, IL 60647"
2017-01-05T23:47:41-05:00,,Sidewalk replacement/repair,"175-199 N Angeleno Ave Azusa, CA 91702, USA"
2017-01-05T23:37:13-05:00,,Snow Removal,"3214 S Mockingbird Way  west valley city, Utah"
2017-01-05T23:32:50-05:00,,Private Property Issue,"79 Pierpont St. New Haven, Connecticut"
2017-01-05T23:10:20-05:00,,Missed Trash Pick Up,"26728 Beverly Rd Taylor, MI 48180, USA"
2017-01-05T22:47:30-05:00,,Other: Other City Services,"3600-3640 Mandela Pkwy Oakland, CA 94608, USA"
2017-01-05T22:47:04-05:00,,Pot hole north bound lane airways blvd and 45 bypass,"Airways Blvd Jackson, Tennessee"
2017-01-05T22:37:39-05:00,,Building Violation,Chicago Cook County Il
2017-01-05T22:34:40-05:00,,Abandoned vehicle,"942 Lucile Way Rio Linda, CA 95673, USA"
2017-01-05T22:31:28-05:00,,Traffic Light at 401 and W Valley Hill Rd Needs Attention,"2034 Conestoga Rd Malvern, PA 19355, Pennsylvania"
2017-01-05T21:58:23-05:00,,Street Lamp,"375 James Street  New Haven, Connecticut"
2017-01-05T21:48:34-05:00,,Sidewalk,"670 36th St Oakland, CA 94609, USA"
2017-01-05T21:47:32-05:00,,Illegal Dumping,"670 36th St Oakland, CA 94609, USA"
2017-01-05T21:46:48-05:00,,Sidewalk,"670 36th St Oakland, CA 94609, USA"
2017-01-05T21:45:59-05:00,,Sidewalk,"678 36th St Oakland, CA 94609, USA"
2017-01-05T21:45:38-05:00,,Traffic Signal (Lights) -- walk signal and green light at same time,"6-20 Coddington Street Quincy, Massachusetts"
2017-01-05T21:34:43-05:00,2017-05-30T18:20:03-04:00,Snow/Ice on Streets,"249 Summer Street Malden, Massachusetts"
2017-01-05T21:21:29-05:00,,Other: Other City Services,"300-672 Fruitvale Ave Oakland, CA 94601, USA"
2017-01-05T21:15:03-05:00,,No traffic lane markings  ,"17715 Wayforest Drive Houston, Texas"
2017-01-05T21:05:31-05:00,,Other - City Issues,"456 Loring Ave Salem, Massachusetts"
2017-01-05T21:05:08-05:00,,Sanitation Department,"2760 Edwards Ave S Saint Petersburg, Florida"
2017-01-05T21:04:19-05:00,2017-02-08T09:13:57-05:00,Water Leaks,"6520 Whispering Lane Northeast Atlanta, Georgia"
2017-01-05T20:51:31-05:00,,"Collection of Household goods, boxes, etc in yard","5059 6th Ave N Saint Petersburg, Florida"
2017-01-05T20:47:20-05:00,,Building Violation,"5110 N Kimball Ave CHICAGO, IL 60625"
2017-01-05T20:45:26-05:00,,Pitch black strret,"12525 Ella  Blvd   Houston, TX"
2017-01-05T20:43:04-05:00,,Potholes/Road Hazards,"Ferry St  Everett, Massachusetts"
2017-01-05T20:43:03-05:00,,Other: Other City Services,"5400 Mountain Blvd Oakland, CA 94619, USA"
2017-01-05T20:29:03-05:00,,bent pole,"1053-1071 Chapel Street New Haven, Connecticut"
2017-01-05T20:28:48-05:00,,Street Light Outage,"55 Orchard Lane  Melrose, Massachusetts"
2017-01-05T20:09:42-05:00,,no parking sign required,"132 Temple Street New Haven, Connecticut"
2017-01-05T20:00:49-05:00,,Post to Neighbors,Address Unavailable
2017-01-05T19:51:26-05:00,,Street Repair,"404 Michigan Ave Ne Washington, DC 20017, USA"
2017-01-05T19:51:06-05:00,,Sewer,"108 Adrian Avenue South San Francisco, CA"
2017-01-05T19:48:49-05:00,,Street Repair,"211 Tuckerman Street Northwest Washington, DC 20011, United States of America"
2017-01-05T19:48:11-05:00,,Blight,"1620 North Keyser Avenue Scranton, Pennsylvania"
2017-01-05T19:45:34-05:00,,Other: Other City Services,"3208 Market St Oakland, CA 94608, USA"
2017-01-05T19:45:24-05:00,,Other: Trees,"2100-2198 Bienati Way Oakland, California"
2017-01-05T19:42:20-05:00,,Abandoned Vehicle,"1540-1698 Willys Knight Drive Northeast Albuquerque, New Mexico"
