created_at,closed_at,summary,address
2017-01-25T08:46:47-05:00,,Utility Pipe Exposed in Traffic Lane (Public Safety Concern),"E Cary St Between 5th And 7th Richmond, Virginia"
2017-01-25T08:39:48-05:00,,Bike Share Station Location Request,"234 Lafayette Street New Haven, Connecticut"
2017-01-25T08:33:37-05:00,,Street Repair,"601-623 M St Nw Washington, DC 20001, USA"
2017-01-25T08:31:12-05:00,,Abandon Building ,"299 W 4th St Azusa, CA 91702, USA"
2017-01-25T08:14:41-05:00,,Homeless Encampment,600 29th St 
2017-01-25T08:04:41-05:00,,Storm Drain Maintenance,"205 Waycross Road Savannah, Georgia"
2017-01-25T08:01:51-05:00,,POT HOLES ,"944-998 South Co Road 1050 East Avon, Indiana"
2017-01-25T07:56:19-05:00,,Sanitation Department,"1535 43rd Street South Saint Petersburg, Florida"
2017-01-25T07:56:17-05:00,,Traffic light timing off. Federal HWY turned red but SE 2nd never turned green ,"2073-2099 Se 2nd St Pompano Beach, FL 33060, USA"
2017-01-25T07:54:03-05:00,,"Road Conditions, pot hole","190 Mt Auburn St Watertown, Massachusetts"
2017-01-25T07:51:43-05:00,,Street Lamp,"242 College Street New Haven, Connecticut"
2017-01-25T07:41:50-05:00,,Trash/Bulky Item Pickup,"209 North St New Bedford, MA 02740, USA"
2017-01-25T07:27:02-05:00,,Sneckdown,"Trumbull And Asylum Hartford, Connecticut"
2017-01-25T07:17:57-05:00,,Sidewalk Issue,"206 Main St Medford, MA 02155, USA"
2017-01-25T07:13:09-05:00,,South Fairview Avenue @ Marcus Street,"400 South Fairview Avenue Lansing, Michigan"
2017-01-25T07:10:08-05:00,,Overnight parking,"400 S Fairview Ave Lansing, Michigan"
2017-01-25T07:04:06-05:00,,"Yard and/or Structure Concern (High Grass, Junk, Broken Down Vehicles, Buildings, Sheds, Garages)","2827 Fulton Toledo, Ohio"
2017-01-25T07:00:47-05:00,,Bumpy and uneven st ,"499 W Burleigh St Milwaukee, WI 53212, USA"
2017-01-25T06:59:06-05:00,,Pothole,"Harvard Street Medford, Massachusetts"
2017-01-25T06:52:00-05:00,,Giant Pot Hole,"4 Winchester Street Medford, Massachusetts"
2017-01-25T06:46:58-05:00,,Vegetation/Tree-Impeding Public Right of Way,"709 S Boylan Ave Raleigh, NC 27603, USA"
2017-01-25T05:52:49-05:00,,Pothole,"205 Adair St Decatur, GA 30030, USA"
2017-01-25T05:28:23-05:00,,"Illegal Dumping - debris, appliances, etc.",Montana St & Fruitvale Av 
2017-01-25T04:55:25-05:00,,Streets - Potholes/Depression,3508 Penniman Av 
2017-01-25T04:43:55-05:00,,Trees,"356 Ronna Place Chula Vista, California"
2017-01-25T02:41:54-05:00,,Illegal Dumping (Enforcement Potential),7511 Hillside St 
2017-01-25T02:41:36-05:00,,Street Light,"6451 Princess Lane Richmond, British Columbia"
2017-01-25T02:37:48-05:00,,Street Light,"3731 Moresby Drive Richmond, British Columbia"
2017-01-25T01:39:06-05:00,,Parking & Traffic,"147 El Camino Real Burlingame, CA 94010, USA"
2017-01-25T01:15:19-05:00,,Police (Non-Emergency - For an emergency dial 9-1-1),"740 Corporation-Yard Way Corona, CA 92880, USA"
2017-01-25T00:53:09-05:00,,"street light out, intermittent, off and on all night. mostly off","1410 South Mason Street Bloomington, Illinois"
2017-01-25T00:44:13-05:00,,Fire Inspection Concern,"2211 Seminole Drive Southwest Huntsville, Alabama"
2017-01-25T00:32:33-05:00,,Pothole,"201 Sequoyah View Dr Oakland, CA 94605, USA"
2017-01-25T00:24:11-05:00,,Quality of Life Issues,"1-99 Tandang Sora St San Francisco, CA 94107, USA"
2017-01-24T23:53:54-05:00,,Lots of pot holes ,"Van Buren Riverside, CA 92509, USA"
2017-01-24T23:50:26-05:00,,Traffic light cycle,"Union Hill Road/Windward Parkway Alpharetta, Georgia"
2017-01-24T23:29:45-05:00,,Other: Other City Services,"Macarthur Fwy & I-580 & Beaumont Ave Oakland, CA 94602, USA"
2017-01-24T23:20:08-05:00,,Rohr 18 flooded,"4015 Allen School Rd Bonita, CA 91902, USA"
2017-01-24T23:00:54-05:00,,Pothole,"3265 Coolidge Avenue Oakland, California"
2017-01-24T22:59:10-05:00,,Sink hole???,"2-76 S Sherman Ave Corona, CA 92882, USA"
2017-01-24T22:54:15-05:00,2017-10-12T13:15:26-04:00,Damaged Toybox Lid on Playground ,"Windemere Road Ann Arbor, Michigan"
2017-01-24T22:38:10-05:00,,Pothole,"2582-2584 E 165th St Hammond, IN 46323, USA"
2017-01-24T22:09:46-05:00,,Other,"9112 Manalang Rd Las Vegas, Nevada"
2017-01-24T22:08:54-05:00,,Tire busting pothole,"7th Ave At E 24th St Oakland, CA"
2017-01-24T21:42:18-05:00,,Street Lights,"73-99 Phillips St Quincy, MA 02170, USA"
2017-01-24T21:22:33-05:00,,pothole,"21 William St medford, Massachusetts"
2017-01-24T21:22:00-05:00,,Street Light Out/Damaged,"403 Stafford Street Folsom, California"
2017-01-24T21:18:52-05:00,,Potholes in Burbank road,"35-41 Burbank Road Medford, Massachusetts"
2017-01-24T21:12:34-05:00,,Junky yard,"5081 Cheston Avenue Memphis, Tennessee"
2017-01-24T20:59:08-05:00,,Illegal Dumping,"1544 East 14th Street National City, California"
2017-01-24T20:56:25-05:00,,Sidewalk is broken & crumbling. Can't use my wheelchair ,"2074 E Mclemore Ave Memphis, TN 38114, USA"
2017-01-24T20:55:50-05:00,,Graffiti on Public Property,"Buena Vista Park Vista, Ca"
2017-01-24T20:51:42-05:00,,Graffiti on Utility Box,"645 4th Street Bremerton, Washington"
2017-01-24T20:50:38-05:00,,Graffiti on Public Property,"2153-2161 Shadowridge Drive Vista, California"
2017-01-24T20:49:50-05:00,,Streets: Sidewalks - In need of Repair,"46-60 Crescent Avenue Jersey City, New Jersey"
2017-01-24T20:38:02-05:00,,Abandoned Vehicle,"2023 Somervell Street Northeast Albuquerque, New Mexico"
2017-01-24T20:29:52-05:00,,Nuisance On Property,"2304 Robinhood Street Houston, Texas"
2017-01-24T20:28:04-05:00,,Pothole,"342 Winthrop St Medford, MA 02155, USA"
2017-01-24T20:15:31-05:00,,Pothole,"2751-2799 Montana Street Oakland, California"
2017-01-24T20:06:01-05:00,,Abandoned Vehicle ,"2421 Nw 197th Terrace Edmond, OK 73012, USA"
2017-01-24T19:55:48-05:00,,Other: Trees,"Montclair Railroad Trail Oakland, CA 94611, USA"
2017-01-24T19:48:02-05:00,,Large pothole.,"800 South 900 East Orem, Utah"
2017-01-24T19:47:20-05:00,,Large Pot hole,"475 West 900 North Salt Lake City, Utah"
2017-01-24T19:41:31-05:00,,Pothole,"22005 Ecorse Rd Taylor, MI 48180, USA"
2017-01-24T19:26:23-05:00,,Blocking driveway,"40-38 191st St Flushing, NY 11358, USA"
2017-01-24T19:25:12-05:00,,Graffiti on Private Property,"721-727 S Santa Fe Ave Vista, CA 92083, USA"
2017-01-24T19:23:51-05:00,,Graffiti on Private Property,"1100-1110 N Santa Fe Ave Vista, CA 92083, USA"
2017-01-24T19:22:30-05:00,,Graffiti on Private Property,"883-899 S Santa Fe Ave Vista, CA 92083, USA"
2017-01-24T19:16:47-05:00,,Other,"1300 Oakland Ave Greensboro, NC 27403, USA"
2017-01-24T19:13:08-05:00,,Pothole on Hastings Ln,"24 Hastings Ln Medford, Massachusetts"
2017-01-24T19:12:30-05:00,,bad road,"4352 Coliseum Way Oakland, California"
2017-01-24T19:08:44-05:00,,Sidewalk,"431-621 Fruitvale Ave Oakland, CA 94601, USA"
2017-01-24T19:07:47-05:00,,Post to Neighbors,"330-332 Lang Court North Saint Petersburg, Florida"
2017-01-24T18:57:01-05:00,,Traffic Signal (Timing),"Broadway And L Streets Chula Vista, California"
2017-01-24T18:55:08-05:00,,Abandoned Car,2240 Linden St Oakland California
2017-01-24T18:52:20-05:00,,Graffiti Removal,3649 N Southport Ave
2017-01-24T18:50:12-05:00,,Graffiti Removal,"3521 N Southport Ave Chicago, IL 60657, USA"
2017-01-24T18:43:06-05:00,,Pothole,"317 Lee St Oakland, CA 94610, USA"
2017-01-24T18:35:59-05:00,,Potholes on roundabout,"2100 Urish Topeka, KS"
2017-01-24T18:34:07-05:00,,Right of Way Obstruction and Signs,"396 N Dewey St St Paul, MN 55104, USA"
2017-01-24T18:34:05-05:00,,Potholes on New Jersey,"2650-2798 New Jersey Ave San Jose, CA 95124, USA"
2017-01-24T18:30:33-05:00,,Other: Other City Services,"6115 Skyline Blvd Oakland, CA 94611, USA"
2017-01-24T18:28:49-05:00,,Potholes,"West Grand Between Adeline And San Pablo Streets Oakland, California"
2017-01-24T18:28:23-05:00,,Illegal Dumping,"6115 Skyline Blvd Oakland, CA 94611, USA"
2017-01-24T18:26:36-05:00,,Park Maintenance,"1631 East 12th Street Oakland, California"
2017-01-24T18:25:51-05:00,,Pothole,"963-967 Boylston St Boston, MA 02115, USA"
2017-01-24T18:22:51-05:00,,Potholes ,"Nj-21 Belleville, NJ 07109, USA"
2017-01-24T18:22:19-05:00,,Sink hole and mortar washout,"76 Vernon Parkway Mount Vernon, New York"
2017-01-24T18:20:40-05:00,,Other: Other City Services,"462-498 Oakland Ave Oakland, CA 94611, USA"
2017-01-24T18:17:28-05:00,,Trash,"3211 Hunterwood Dr  Missouri City, TX"
2017-01-24T18:04:10-05:00,,Crosswalk Needed at 12th Ave N and MLK,"900 12th Ave N Saint Petersburg, Florida"
2017-01-24T18:00:09-05:00,,Old pole,"6819 Waltham Ave Burnaby, BC V5H 3V6, Canada"
2017-01-24T18:00:00-05:00,,Graffiti,"1121 28th Street North Saint Petersburg, Florida"
2017-01-24T17:59:16-05:00,,Abandoned vehicle,"5929 Clover Manor Way Sacramento, California"
2017-01-24T17:57:08-05:00,,"potholes, ridges, and ruts both north bound lanes","U.S. 23 Ann Arbor, Michigan"
2017-01-24T17:52:28-05:00,,Shopping carts from residents on complaint ,"5929 Clover Manor Way Sacramento, California"
2017-01-24T17:50:55-05:00,,Potholes ,"1-25 Raymond Plaza E Newark, NJ 07102, USA"
2017-01-24T17:50:44-05:00,,Traffic or Street Sign Issue,"34 Canal St Medford, MA 02155, USA"
2017-01-24T17:41:33-05:00,,City Park Maintenance,"101-199 39th Ave S St. Petersburg, FL 33705, USA"
2017-01-24T17:40:28-05:00,,Sanitation Department,"330 42nd Ave S St. Petersburg, FL 33705, USA"
2017-01-24T17:40:15-05:00,,"Road Conditions, flooded corner","95 Mt Auburn St Watertown, Massachusetts"
2017-01-24T17:38:10-05:00,,Alley Repair,"1501 Caroline St Nw Washington, DC 20009, USA"
2017-01-24T17:38:09-05:00,,Other: Other City Services,"650 Bellevue Avenue Oakland, California"
2017-01-24T17:34:18-05:00,,"Road Conditions, pot hole","80 Mt Auburn St Watertown, Massachusetts"
2017-01-24T17:30:46-05:00,,pothole blew out my $300 tire ,"6959 Orchard Station Rd sonoma county, California"
2017-01-24T17:23:02-05:00,,Building Violation,"4801 W Peterson Ave CHICAGO, IL 60646"
2017-01-24T17:22:54-05:00,,Building Violation,"1445 N Leclaire Ave CHICAGO, IL 60651"
2017-01-24T17:20:42-05:00,,"Noise Concern (Barking Dog, Loud Music)","3648 Anderson Parkway Toledo, Ohio"
2017-01-24T17:18:17-05:00,,Abandoned Vehicle,"7615 Linden Avenue Hammond, Indiana"
2017-01-24T17:10:20-05:00,,Storm Drain Cover,"3601 Sunbright Lane Raleigh, North Carolina"
2017-01-24T17:08:12-05:00,,Other: Other City Services,"2100-2198 Bienati Way Oakland, California"
2017-01-24T16:51:49-05:00,,Trash Screening,1829 Parkview
2017-01-24T16:47:01-05:00,,Streets Repair,"Deacon Ridge Dr Winston-Salem, NC 27106, USA"
2017-01-24T16:25:49-05:00,,Traffic Signal Maintenance,"468-478 Plains Road East Burlington, Ontario"
2017-01-24T16:23:13-05:00,,Tree Issue,"2781 Outer Drive East Detroit, Michigan"
2017-01-24T16:22:42-05:00,,Pothole,"293 Como Ave St Paul, MN 55103, USA"
2017-01-24T16:08:41-05:00,,Sanitation Code Violation,"6313 North Washtenaw Avenue Chicago, Illinois"
2017-01-24T16:04:37-05:00,,Report a Litter Hotspot,"316 County Rd S-22-45 Hemingway, SC 29554, USA"
2017-01-24T16:02:39-05:00,,"Truck parked across 3/4 of sidewalk, for weeks","332 E. Chelten Ave Philadelphia, pa"
2017-01-24T15:59:13-05:00,,"Trash on walk, has been there for weeks","5687 Morton Street philadelphia, pa"
2017-01-24T15:57:24-05:00,,Water/sewer Issues,"19 Terrace Avenue Jersey City, NJ"
2017-01-24T15:49:08-05:00,,Alley Clearing,"1341 9th Ave N Saint Petersburg, Florida"
2017-01-24T15:37:38-05:00,,Pothole,"2643 Las Casas Way Rancho Cordova, California"
2017-01-24T15:32:59-05:00,,Other: Drainage / Flooding,"26-34 7th St Oakland, CA 94607, USA"
2017-01-24T15:27:45-05:00,,Pothole,"3432 Dimond Ave Oakland, CA 94602, USA"
2017-01-24T15:19:01-05:00,,Graffiti,"601-653 2nd Avenue South Saint Petersburg, Florida"
2017-01-24T15:16:49-05:00,,Blocked Catch Basin,"2966 Clairmount Detroit, Michigan"
2017-01-24T15:13:55-05:00,,Graffiti,"204 6th Street South Saint Petersburg, Florida"
2017-01-24T15:10:47-05:00,,Flooding/Sewer Not Draining,7 Merillon Ave Garden City New York
2017-01-24T15:09:34-05:00,,Nuisance On Property,"7655 Bellfort Avenue Houston, Texas"
2017-01-24T15:05:56-05:00,,Traffic Issue,"North Point Court Alpharetta, GA"
2017-01-24T15:04:47-05:00,,Street Sweeping,"607 3rd Avenue South Saint Petersburg, Florida"
2017-01-24T15:03:19-05:00,,Lighting on Lincoln,"915 Lincoln Avenue ALameda, California"
2017-01-24T15:02:31-05:00,,Post to Neighbors,203 Home Acress Vallejo
2017-01-24T15:00:39-05:00,,Lighting for crosswalks,"Lincoln Avenue Alameda, California"
2017-01-24T15:00:13-05:00,,Building Violation,"6012 S Honore St CHICAGO, IL 60636"
2017-01-24T14:58:46-05:00,,Property Maintenance,"3318 11th Street Southwest Canton, Ohio"
2017-01-24T14:58:45-05:00,,Street/Traffic Issue (Other than Pothole),"462-498 Bellevue Ave Oakland, CA 94610, USA"
2017-01-24T14:58:01-05:00,,Traffic Calming Suggestion,"915 Lincoln Avenue Alameda, California"
2017-01-24T14:57:24-05:00,,Tree Trimming/Removal,"204 6th Street South Saint Petersburg, Florida"
2017-01-24T14:48:55-05:00,,Pothole,"Ayd Mill Road Saint Paul, Minnesota"
2017-01-24T14:42:05-05:00,,Graffiti,"1907 Spring Garden St Greensboro, NC 27403, USA"
2017-01-24T14:37:33-05:00,,Restaurant Complaint,Stony Island 95th St. etc.
2017-01-24T14:35:29-05:00,,Sidewalk Repair,"1133-1145 19th St Nw Washington, DC 20036, USA"
2017-01-24T14:35:16-05:00,,Graffiti,"4000 Harlan St Emeryville, CA 94608, USA"
2017-01-24T14:31:19-05:00,,Code Enforcement (Illegal Dumping not in a street/Property Maintenance/Etc),"1507 S Main St Corona, CA 92882, USA"
2017-01-24T14:27:12-05:00,,Pothole,"1000 Main St Mosinee, WI 54455, USA"
2017-01-24T14:23:37-05:00,,Snow and Ice Sidewalks,"885 Como Ave St Paul, MN 55103, USA"
2017-01-24T14:23:00-05:00,,Multiple Pot holes on 101 North before Hillsdale Blvd Exit,"Bayshore Freeway San Mateo, California"
2017-01-24T14:21:05-05:00,2017-10-06T14:42:02-04:00,Dangerous pothole,"301 Marlow Drive  Oakland, California"
2017-01-24T14:18:21-05:00,,Abandoned Vehicle ,"9969 Academy Nw Albuquerque, New Mexico"
2017-01-24T14:13:47-05:00,,Other,"Between Cameo And N. Milnor On Scheibler Memphis, Tennessee"
2017-01-24T14:12:17-05:00,,Tree down across new path near soccer park by rosewood street,"581 Florence St Mosinee, WI 54455, USA"
2017-01-24T14:05:45-05:00,,bags of leaves,"155 Sequoyah Circle Canton, Georgia"
2017-01-24T14:05:39-05:00,,Trash Screening,"1922 Turtle Creek Missouri City, Texas"
2017-01-24T14:05:12-05:00,,Abandoned Vehicles,106 Norris Street
2017-01-24T14:04:39-05:00,,Two. 909. To. Gary Street,85  5 St.  Sf. Ca. 
2017-01-24T14:04:24-05:00,,Graffiti Removal,"2650 W Montrose Ave Chicago, IL 60618, USA"
2017-01-24T14:04:05-05:00,,Garbage,"1806 Turtle Creek Missouri City, Texas"
2017-01-24T14:03:32-05:00,,Blocked Catch Basin,"7770 Granger Detroit, Michigan"
2017-01-24T14:02:28-05:00,,Exterior Walls,"1730 Hilton Head Missouri City, Texas"
2017-01-24T13:59:17-05:00,,Weather Protection/ Mildew,"1730 Hilton Head Dr Missouri City, Texas"
2017-01-24T13:55:00-05:00,,Post to Neighbors,"2586 Tilson Road Decatur, Georgia"
2017-01-24T13:54:08-05:00,,Lack of essential safety services,"8063-8081 Walnut Grove Road Memphis, Tennessee"
2017-01-24T13:51:16-05:00,,logging of water at back of the houses from long time,"325a Fenton Street New Westminster, British Columbia"
2017-01-24T13:46:48-05:00,,Street Sign Down,"Hinton View Lane knightdale, North Carolina"
2017-01-24T13:36:08-05:00,,street pothole,"7800 Forest Hill Ave Richmond, va"
2017-01-24T13:35:56-05:00,,Street Light,"Yerba Buena Ave  Emeryville, California"
2017-01-24T13:35:41-05:00,,Other Concerns,"241 Peninsula Farm Road Arnold, Maryland"
2017-01-24T13:33:37-05:00,,(EONP)Olive St. ,"Olive St New Haven, CT 06511, USA"
2017-01-24T13:17:00-05:00,,Sanitation Department,"2595 30th Ave N St. Petersburg, FL 33713, USA"
2017-01-24T13:16:38-05:00,,Sidewalks or Crosswalks,"1655 Bay Drive Miami Beach, Florida"
2017-01-24T13:15:08-05:00,,Sanitation Department,"2818 26th Ave N St. Petersburg, FL 33713, USA"
2017-01-24T13:13:21-05:00,,Sanitation Department,"5241 38th Avenue North Saint Petersburg, Florida"
2017-01-24T13:12:27-05:00,,divider between two sets of stores FILTHY,"82 Ny 59 Monsey, New York"
2017-01-24T13:12:20-05:00,,Street Repair,"149 Lancaster St Albany, NY 12210, USA"
2017-01-24T13:11:55-05:00,,(EONP)80 Sherman Ave. ,"80 Sherman Ave New Haven, CT 06511, USA"
2017-01-24T13:04:04-05:00,,Graffiti Removal,"35 East Randolph Street Chicago, Illinois"
2017-01-24T13:03:12-05:00,,Sidewalks,"217 Pace St Raleigh, North Carolina"
2017-01-24T12:56:02-05:00,,Street Light Request,"531 3rd St S St. Petersburg, FL 33701, USA"
2017-01-24T12:55:17-05:00,,Street/Roadway Lighting Issues,"76 Bridge Street Salem, Massachusetts"
2017-01-24T12:50:38-05:00,,Quality of Life Issues,"1-99 Tandang Sora St San Francisco, CA 94107, USA"
2017-01-24T12:50:35-05:00,,potholes,"37 Sasafras St Paterson, New Jersey"
2017-01-24T12:48:03-05:00,,Building Violation,"1122 N Menard Ave CHICAGO, IL 60651"
2017-01-24T12:46:33-05:00,,Tree Trimming/Removal,"1600 41st Street South Saint Petersburg, Florida"
2017-01-24T12:46:12-05:00,,Signage,"8300 W. 3500 S. Magna, Utah"
2017-01-24T12:44:33-05:00,,Sidewalk/Curb Repair,"2946 Ivanhoe Way South Saint Petersburg, Florida"
2017-01-24T12:43:13-05:00,,Building Violation,"7846 S Exchange Ave CHICAGO, IL 60649"
2017-01-24T12:41:33-05:00,,Other,"215-247 6th Ave S St. Petersburg, FL 33701, USA"
2017-01-24T12:34:48-05:00,2017-02-09T13:35:31-05:00,Other,"3912 Cary Street Rd Richmond, VA 23221, USA"
2017-01-24T12:33:43-05:00,,Signs / Bus Shelters / Pavement Markings,"106 York Square Place New Haven, Connecticut"
2017-01-24T12:33:15-05:00,,Phone line down ,"331 Cochran Dr Nw Atlanta, GA 30327, USA"
2017-01-24T12:30:00-05:00,,Parking Enforcement,"240 Grand Ave Oakland, CA 94610, USA"
2017-01-24T12:29:35-05:00,,Post to neighbors,"5631 79th Street Sacramento, California"
2017-01-24T12:23:18-05:00,,Parking Meter,"71-101 Tower Parkway New Haven, Connecticut"
2017-01-24T12:21:38-05:00,,Street Lamp,"195 Church Street New Haven, Connecticut"
2017-01-24T12:19:20-05:00,,Restaurant Complaint,"1326 W Madison St Chicago, IL 60607, USA"
2017-01-24T12:14:54-05:00,,Rough Shoulder  ,"7514 River Road Nashville, Tennessee"
2017-01-24T12:01:47-05:00,,Illegal Dumping,"Hollis St & W Macarthur Blvd Oakland, CA 94608, USA"
2017-01-24T12:01:33-05:00,,Other: Other City Services,"570 Merrimac St Oakland, CA 94612, USA"
2017-01-24T12:01:29-05:00,,Bulk Pick up,"5916 Monument Ave Richmond, Virginia"
2017-01-24T11:58:28-05:00,,Unsanitary conditions,Stop And Shop Framingham
2017-01-24T11:55:05-05:00,2017-04-25T09:46:17-04:00,Park Maintenance,"201-207 Grand Ave Oakland, CA 94610, USA"
2017-01-24T11:49:34-05:00,,Roads,"64 Jordan Drive Revelstoke, British Columbia"
2017-01-24T11:48:02-05:00,,Other City Issue,"1252-1340 E Rodney French Blvd New Bedford, MA 02744, USA"
2017-01-24T11:47:41-05:00,,Deceased Animal on the Street ,"558 Lombard Street New Haven, CT"
2017-01-24T11:44:53-05:00,,"Sidewalk & Curb Issues (installation, repair, etc)","817 Highland Ave Needham, Massachusetts"
2017-01-24T11:42:25-05:00,,Roadside Tree Removal/Maintenance,"4665-4767 Clark Road Ann Arbor Charter Township, MI"
2017-01-24T11:39:03-05:00,,Roadside Tree Removal/Maintenance,"5131 Textile Road Saline, MI"
2017-01-24T11:38:41-05:00,,Abandoned Vehicle,"7212 Foxford Avenue Northwest Albuquerque, New Mexico"
2017-01-24T11:38:37-05:00,,Water/sewer Issues,"47 Lewis Avenue Jersey City, NJ"
2017-01-24T11:35:44-05:00,,Street Maintenance,"6 Kennedy Park Woburn, Massachusetts"
2017-01-24T11:30:55-05:00,,Code Enforcement,"Nw Corner 47th Street & Hwy K7 Shawnee, Kansas"
2017-01-24T11:30:34-05:00,,Building Violation,"9554 S Longwood Dr CHICAGO, IL 60643"
2017-01-24T11:27:21-05:00,,Pothole,"Sinkiawic Pkwy Loves Park, IL 61111, USA"
2017-01-24T11:24:06-05:00,,Trees along City Streets,"284 Barrow Street Jersey City, NJ"
